"locid","address","X","Y","capacity","ID"
"36.80245,-76.437549","1629-A Jolliff Road CHESAPEAKE VA 23321",36.80245,-76.437549,50,"l4804"
"36.8138124,-76.1623425","5132 Bellamy Manor Drive VIRGINIA BEACH VA 23464",36.8138124,-76.1623425,28,"l4805"
"36.8692172,-76.3786749","5000 West Norfolk Road PORTSMOUTH VA 23703",36.8692172,-76.3786749,80,"l4806"
"38.7563064,-77.2395723","8508 Hooes Road SPRINGFIELD VA 22153",38.7563064,-77.2395723,77,"l4807"
"37.5511267,-77.4645709","1925 Grove Avenue RICHMOND VA 23220",37.5511267,-77.4645709,80,"l4808"
"36.818705,-76.1828116","717 North Whitehurst Landing Road VIRGINIA BEACH VA 23464",36.818705,-76.1828116,80,"l4809"
"36.903981,-76.2750881","7000 Granby Street NORFOLK VA 23505",36.903981,-76.2750881,93,"l4810"
"36.9047932,-76.2784496","6919 Granby Street NORFOLK VA 23505",36.9047932,-76.2784496,92,"l4811"
"37.1168806,-81.5188831","149 Church Street Tazewell Presbyterian Preschool TAZEWELL VA 24651",37.1168806,-81.5188831,20,"l4812"
"38.9882681,-77.3763158","1545 Dranesville Rd HERNDON VA 20170",38.9882681,-77.3763158,60,"l4813"
"37.4519854,-79.1167865","4465 S. Amherst Highway MADISON HGTS VA 24572",37.4519854,-79.1167865,60,"l4814"
"37.2527241,-79.9693655","1163 Persinger Road SW ROANOKE VA 24015",37.2527241,-79.9693655,55,"l4815"
"36.8441528,-76.1259251","4392 Virginia Beach Boulevard VIRGINIA BEACH VA 23462",36.8441528,-76.1259251,50,"l4816"
"37.5573147,-77.8849154","2501 Academy Road POWHATAN VA 23139",37.5573147,-77.8849154,70,"l4817"
"37.4231663,-77.646925","4500 Millridge Parkway MIDLOTHIAN VA 23112",37.4231663,-77.646925,160,"l4818"
"37.5168913,-77.8095214","2065 New Dorset Road POWHATAN VA 23139",37.5168913,-77.8095214,136,"l4819"
"37.0573848,-76.4971985","311 Selden Road NEWPORT NEWS VA 23606",37.0573848,-76.4971985,96,"l4820"
"39.0665997,-77.4769193","19790 Ashburn Road ASHBURN VA 20147",39.0665997,-77.4769193,170,"l4821"
"38.8510073,-77.9967489","4332 Leeds Manor Road MARKHAM VA 22643-1906",38.8510073,-77.9967489,16,"l4822"
"37.2163699,-77.4472047","3340 W. Washington Street PETERSBURG VA 23803",37.2163699,-77.4472047,85,"l4823"
"36.8427138,-76.0672926","2801A Virginia Beach Boulevard VIRGINIA BEACH VA 23452",36.8427138,-76.0672926,58,"l4824"
"36.7243383,-82.0210052","15610 Poterfield Hwy. The Gathering Place Child Care ABINGDON VA 24210",36.7243383,-82.0210052,20,"l4825"
"37.3160391,-79.9952762","2521 Portland Avenue NW ROANOKE VA 24017",37.3160391,-79.9952762,40,"l4826"
"37.4853653,-77.492737","5515 Bryce Lane RICHMOND VA 23224",37.4853653,-77.492737,87,"l4827"
"37.800891,-78.350534","479 Cunningham Road PALMYRA VA 22963",37.800891,-78.350534,100,"l4828"
"37.1171249,-76.5199646","404 Sharon Drive NEWPORT NEWS VA 23602",37.1171249,-76.5199646,80,"l4829"
"36.8181792,-76.3695356","4810 Portsmouth Boulevard PORTSMOUTH VA 23701",36.8181792,-76.3695356,20,"l4830"
"37.0493734,-76.4301535","1033 Big Bethel Road HAMPTON VA 23666",37.0493734,-76.4301535,50,"l4831"
"36.8851306,-82.1092284","345 Donald C. Moore Dr. The Veritas Nurturing Center LEBANON VA 24266",36.8851306,-82.1092284,56,"l4832"
"37.3606493,-79.1727943","1 Mountain View Road LYNCHBURG VA 24502-2272",37.3606493,-79.1727943,390,"l4833"
"37.2792288,-79.8917624","707 E. Washington Avenue VINTON VA 24179",37.2792288,-79.8917624,40,"l4834"
"37.6188787,-77.5701824","9315 Three Chopt Road HENRICO VA 23229",37.6188787,-77.5701824,86,"l4835"
"36.7605714,-76.2516312","1101 Madison Plaza Suite 102 CHESAPEAKE VA 23320",36.7605714,-76.2516312,30,"l4836"
"37.3393286,-79.259651","202 Horizon Drive LYNCHBURG VA 24551",37.3393286,-79.259651,80,"l4837"
"37.3280224,-79.2497843","21649 Timberlake Road LYNCHBURG VA 24502",37.3280224,-79.2497843,235,"l4838"
"38.639805,-78.7718389","145 Church Street TIMBERVILLE VA 22853",38.639805,-78.7718389,20,"l4839"
"38.0851329,-78.982245","30 Tinkling Spring Drive FISHERSVILLE VA 22939",38.0851329,-78.982245,35,"l4840"
"36.867156,-80.415664","3460 Floyd Hwy South Topeco Church Christian Preschool FLOYD VA 24091",36.867156,-80.415664,20,"l4841"
"36.8486197,-76.3790123","3110 Sterling Point Drive PORTSMOUTH VA 23703",36.8486197,-76.3790123,25,"l4842"
"38.4210787,-77.4075732","2094 Jefferson Davis Highway STAFFORD VA 22554",38.4210787,-77.4075732,40,"l4843"
"37.3414404,-79.233132","2812 Greenview Drive LYNCHBURG VA 24502",37.3414404,-79.233132,309,"l4844"
"36.7789311,-76.342111","1023 Deep Creek Boulevard CHESAPEAKE VA 23323",36.7789311,-76.342111,100,"l4845"
"37.5720789,-77.4079125","3601 Dill Road RICHMOND VA 23222",37.5720789,-77.4079125,100,"l4846"
"36.5654728,-80.3845516","14 Gammons Road STUART VA 24171",36.5654728,-80.3845516,100,"l4847"
"37.1416842,-79.682616","40 Lakemount Drive MONETA VA 24121",37.1416842,-79.682616,32,"l4848"
"38.8643461,-77.0819435","2217 Columbia Pike ARLINGTON VA 22204",38.8643461,-77.0819435,76,"l4849"
"37.6220542,-77.5561192","2315 North Parham Road RICHMOND VA 23229",37.6220542,-77.5561192,118,"l4850"
"37.007385,-76.446304","6812 River Road NEWPORT NEWS VA 23607",37.007385,-76.446304,118,"l4851"
"37.222873,-77.406428","233 Halifax Street PETERSBURG VA 23803",37.222873,-77.406428,72,"l4852"
"38.0245406,-78.5356494","3101 Fontaine Avenue Extended CHARLOTTESVILLE VA 22903",38.0245406,-78.5356494,60,"l4853"
"38.9766943,-77.3786929","651 Dranesville Rd HERNDON VA 20170",38.9766943,-77.3786929,60,"l4854"
"36.6065544,-79.3977957","409 Arnett Boulevard DANVILLE VA 24540",36.6065544,-79.3977957,60,"l4855"
"37.5890096,-77.5500524","903 Forest Avenue RICHMOND VA 23229",37.5890096,-77.5500524,60,"l4856"
"38.9418816,-77.1680631","1205 Dolley Madison Blvd MC LEAN VA 22101",38.9418816,-77.1680631,60,"l4857"
"36.9806283,-76.6315691","201 Cedar Street SMITHFIELD VA 23430",36.9806283,-76.6315691,60,"l4858"
"37.1227365,-76.3465418","1294 Poquoson Avenue POQUOSON VA 23662",37.1227365,-76.3465418,60,"l4859"
"37.0421827,-76.4704709","10856 Warwick Boulevard Suite A NEWPORT NEWS VA 23601",37.0421827,-76.4704709,74,"l4860"
"36.637918,-79.35016","821 Oak Crest Road DANVILLE VA 24540",36.637918,-79.35016,45,"l4861"
"38.8473921,-77.3093552","10520 Main Street FAIRFAX VA 22030",38.8473921,-77.3093552,165,"l4862"
"36.5586378,-79.4621146","212 Murphy Circle DANVILLE VA 24541",36.5586378,-79.4621146,40,"l4863"
"37.0868525,-76.4933154","401 City Center Boulevard NEWPORT NEWS VA 23606",37.0868525,-76.4933154,125,"l4864"
"36.8348895,-76.155089","5000 Corporate Woods Drive VIRGINIA BEACH VA 23462",36.8348895,-76.155089,300,"l4865"
"38.8914142,-77.3479076","11528 Vale Road Vale UMC Preschool OAKTON VA 22124",38.8914142,-77.3479076,16,"l4866"
"38.8447816,-78.5940433","408 Stoney Creek Road EDINBURG VA 22824",38.8447816,-78.5940433,170,"l4867"
"36.6959091,-79.9564433","1300 Dillons Fork Road FIELDALE VA 24089",36.6959091,-79.9564433,300,"l4868"
"37.1272118,-76.4057774","410 E. Yorktown Road YORKTOWN VA 23693",37.1272118,-76.4057774,142,"l4869"
"39.1523243,-78.1967856","2870 Middle Road WINCHESTER VA 22601",39.1523243,-78.1967856,225,"l4870"
"37.4431228,-77.607337","11700 Genito Road MIDLOTHIAN VA 23112",37.4431228,-77.607337,198,"l4871"
"38.8845535,-77.2613937","541 Marshall Road SW VIENNA VA 22180",38.8845535,-77.2613937,100,"l4872"
"38.9038518,-77.2641334","124 Park Street NE Vienna Presbyterian Church Preschool VIENNA VA 22180",38.9038518,-77.2641334,100,"l4873"
"38.9072407,-77.5464025","25615 Lennox Hale Drive ALDIE VA 20105",38.9072407,-77.5464025,161,"l4874"
"36.8356838,-76.1589591","210 South Witchduck Road VIRGINIA BEACH VA 23462",36.8356838,-76.1589591,135,"l4875"
"36.8467988,-75.975082","212 19TH Street VIRGINIA BEACH VA 23451",36.8467988,-75.975082,80,"l4876"
"38.7759247,-77.1082687","6507 Telegraph Road VA Hills Baptist Preschool ALEXANDRIA VA 22310",38.7759247,-77.1082687,100,"l4877"
"36.9711502,-76.9859302","205 W. Church Street WAKEFIELD VA 23888",36.9711502,-76.9859302,42,"l4878"
"38.9216813,-77.1294959","4102 North Glebe Road ARLINGTON VA 22207",38.9216813,-77.1294959,25,"l4879"
"37.6012537,-77.334274","7046 Cold Harbor Road MECHANICSVILLE VA 23111",37.6012537,-77.334274,110,"l4880"
"37.2595426,-76.7273929","1014 Jamestown Road WILLIAMSBURG VA 23185",37.2595426,-76.7273929,86,"l4881"
"38.0534022,-79.7828058","73 Church Drive WARM SPRINGS VA 24484",38.0534022,-79.7828058,15,"l4882"
"38.7123087,-77.7919161","123 Main Street WARRENTON VA 20186-3423",38.7123087,-77.7919161,100,"l4883"
"38.7312949,-77.7764309","6398 Lee Highway Access Road WARRENTON VA 20187-7920",38.7312949,-77.7764309,35,"l4884"
"38.712887,-77.7928098","91 Main Street WARRENTON VA 20186-3422",38.712887,-77.7928098,45,"l4885"
"38.7196977,-77.8042913","341 Church Street WARRENTON VA 20186-2713",38.7196977,-77.8042913,138,"l4886"
"37.1072103,-76.5439121","252 Lucas Creek Road NEWPORT NEWS VA 23602",37.1072103,-76.5439121,255,"l4887"
"38.8046465,-77.0473878","109 S. Washington Street Washington St. UMC Preschool ALEXANDRIA VA 22314",38.8046465,-77.0473878,50,"l4888"
"38.8665782,-77.2495855","8800 Arlington Blvd FAIRFAX VA 22031",38.8665782,-77.2495855,20,"l4889"
"37.5945145,-77.5841106","920 Maybeury Drive RICHMOND VA 23229",37.5945145,-77.5841106,85,"l4890"
"37.054805,-76.3793425","2510 N. Armistead Avenue HAMPTON VA 23666",37.054805,-76.3793425,36,"l4891"
"38.8966074,-77.2570837","711 Spring Street SE VIENNA VA 22180",38.8966074,-77.2570837,36,"l4892"
"37.5808569,-77.5679012","401 N. Parham Road RICHMOND VA 23229",37.5808569,-77.5679012,50,"l4893"
"37.295712,-77.2990554","1600 Atlantic Street HOPEWELL VA 23860",37.295712,-77.2990554,78,"l4894"
"37.6069502,-77.5713452","9008 Quioccasin Road HENRICO VA 23229",37.6069502,-77.5713452,86,"l4895"
"36.5769957,-79.4142534","450 West Main Street DANVILLE VA 24541",36.5769957,-79.4142534,42,"l4896"
"37.5343498,-76.7977371","1020 Main Street WEST POINT VA 23181",37.5343498,-76.7977371,20,"l4897"
"37.6113511,-77.5415656","7612 Wanymala Road HENRICO VA 23229",37.6113511,-77.5415656,70,"l4898"
"38.8818469,-77.1381459","Westover Baptist PS and PDO 1125 Patrick Henry Drive ARLINGTON VA 22205",38.8818469,-77.1381459,85,"l4899"
"36.5963461,-79.482956","5665 Riverside Drive DANVILLE VA 24541",36.5963461,-79.482956,85,"l4900"
"37.5240427,-77.4870017","1705 Westover Hills Boulevard RICHMOND VA 23225",37.5240427,-77.4870017,43,"l4901"
"38.7810745,-77.2284164","8200 Old Keene Mill Road Westwwod Mother's Day Out SPRINGFIELD VA 22152",38.7810745,-77.2284164,50,"l4902"
"37.1703262,-80.2505951","4073 Old Town Road White Memorial Preschool SHAWSVILLE VA 24162",37.1703262,-80.2505951,20,"l4903"
"38.3113995,-77.4313358","299 White Oak Road FREDERICKSBURG VA 22405-2765",38.3113995,-77.4313358,75,"l4904"
"37.3960487,-76.7901183","101 Schoolhouse Lane WILLIAMSBURG VA 23188",37.3960487,-76.7901183,50,"l4905"
"37.2678344,-76.7125045","500 Jamestown Road WILLIAMSBURG VA 23185",37.2678344,-76.7125045,38,"l4906"
"39.1556397,-78.1974534","181 Nazarene Drive WINCHESTER VA 22601",39.1556397,-78.1974534,30,"l4907"
"39.1869855,-78.1124765","143 Greenwood Road WINCHESTER VA 22602",39.1869855,-78.1124765,27,"l4908"
"37.5032161,-77.6527623","13617 Midlothian Turnpike MIDLOTHIAN VA 23113",37.5032161,-77.6527623,200,"l4909"
"36.9758424,-82.5294531","5913 Airport Road WCCS Preschool Academy WISE VA 24293",36.9758424,-82.5294531,30,"l4910"
"37.3993167,-77.7017678","15640 Hampton Park Drive CHESTERFIELD VA 23832",37.3993167,-77.7017678,180,"l4911"
"37.7098857,-78.9255977","4434 Thomas Nelson Highway ARRINGTON VA 22922",37.7098857,-78.9255977,69,"l4912"
"37.2745531,-77.3105894","3512 Virginia Street HOPEWELL VA 23860",37.2745531,-77.3105894,27,"l4913"
"38.8810592,-78.5040948","142 East Court Street WOODSTOCK VA 22664",38.8810592,-78.5040948,22,"l4914"
"38.8813844,-78.5081784","156 South Muhlenberg Street WOODSTOCK VA 22664",38.8813844,-78.5081784,85,"l4915"
"36.7719054,-76.3381761","3330 South Military Highway CHESAPEAKE VA 23323",36.7719054,-76.3381761,15,"l4916"
"38.8076879,-77.183833","5225 Backlick Road SPRINGFIELD VA 22151",38.8076879,-77.183833,200,"l4917"
"37.3247589,-77.3898378","14605 Woods Edge Road SOUTH CHESTERFIELD VA 23834",37.3247589,-77.3898378,90,"l4918"
"38.5639033,-77.3305131","17902 S. Main Street DUMFRIES VA 22026",38.5639033,-77.3305131,100,"l4919"
"37.5748548,-77.3872142","3006 E. Laburnum Avenue RICHMOND VA 23223",37.5748548,-77.3872142,140,"l4920"
"38.0193296,-77.508723","8063 Ladysmith Road RUTHER GLEN VA 22546",38.0193296,-77.508723,50,"l4921"
"36.9714305,-81.0821058","1135 Cove Road Cove Road Learning Center WYTHEVILLE VA 24382",36.9714305,-81.0821058,50,"l4922"
"37.1690782,-76.469684","6218 George Washington Memorial Hwy YORKTOWN VA 23692",37.1690782,-76.469684,63,"l4923"
"36.8415784,-76.3097687","225 Hatton Street PORTSMOUTH VA 23704",36.8415784,-76.3097687,15,"l4924"
"37.9655693,-76.5207776","2309 Northumberland Highway LOTTSBURG VA 22511",37.9655693,-76.5207776,15,"l4925"
"36.8498327,-76.3358988","300 Broad Street PORTSMOUTH VA 23707",36.8498327,-76.3358988,65,"l4926"
"37.9924559,-78.23792","1674 Zion Road TROY VA 22974",37.9924559,-78.23792,92,"l4927"
"38.9113852,-77.4998386","25513 Falling Cedars Court CHANTILLY VA 20152",38.9113852,-77.4998386,4,"l4928"
"38.9902248,-77.3989637","103 Pepperidge Place STERLING VA 20164",38.9902248,-77.3989637,4,"l4929"
"38.5333742,-77.9215439","18133 Brenridge Drive BRANDY STATION VA 22714",38.5333742,-77.9215439,4,"l4930"
"38.7490859,-77.4611384","8711 Signal Hill Road Apt. 24 MANASSAS VA 20110",38.7490859,-77.4611384,4,"l4931"
"37.4716061,-77.2673643","7026 Gill Dale Rd HENRICO VA 23231",37.4716061,-77.2673643,4,"l4932"
"37.5470459,-77.3438035","300 Peace Lily Lane #204 RICHMOND VA 23223",37.5470459,-77.3438035,4,"l4933"
"38.9230858,-77.5608896","25064 Prairie Fire Square ALDIE VA 20105",38.9230858,-77.5608896,4,"l4934"
"38.92204,-77.550374","42005 Bushclover Terrace ALDIE VA 20105",38.92204,-77.550374,4,"l4935"
"37.2139804,-77.3194523","7316 Brandon Lane PRINCE GEORGE VA 23875",37.2139804,-77.3194523,4,"l4936"
"36.639318,-79.4020503","114 Raintree Court DANVILLE VA 24540",36.639318,-79.4020503,4,"l4937"
"38.0275857,-78.4943069","715 Elm Street CHARLOTTESVILLE VA 22903",38.0275857,-78.4943069,4,"l4938"
"37.5432111,-77.3509493","930 Pleasant St HENRICO VA 23223",37.5432111,-77.3509493,4,"l4939"
"37.2655973,-75.9605777","23069 Jackson Lane CAPE CHARLES VA 23310",37.2655973,-75.9605777,4,"l4940"
"37.7745676,-78.1968424","574 Bryants Ford Road FORK UNION VA 23055",37.7745676,-78.1968424,4,"l4941"
"38.6314319,-77.281934","14760 Potomac Branch Drive WOODBRIDGE VA 22191",38.6314319,-77.281934,4,"l4942"
"37.5138105,-77.5023028","5618 Larrymore Road RICHMOND VA 23225",37.5138105,-77.5023028,4,"l4943"
"37.0407272,-76.3179634","709 Morris Street HAMPTON VA 23663",37.0407272,-76.3179634,4,"l4944"
"37.5150359,-77.4716537","401 Bland Street RICHMOND VA 23225",37.5150359,-77.4716537,4,"l4945"
"38.691287,-77.325721","12156 Old Salem Court WOODBRIDGE VA 22192",38.691287,-77.325721,4,"l4946"
"38.3624493,-78.8594526","2956 Auburn Hill Lane ROCKINGHAM VA 22801",38.3624493,-78.8594526,4,"l4947"
"38.228935,-77.522216","209 Gallimore Drive FREDERICKSBURG VA 22407",38.228935,-77.522216,4,"l4948"
"38.0256596,-78.486976","224 Burnet Street CHARLOTTESVILLE VA 22902",38.0256596,-78.486976,4,"l4949"
"38.7840946,-77.4784653","7912 Appomattox Avenue MANASSAS VA 20111",38.7840946,-77.4784653,4,"l4950"
"37.3573743,-77.3997213","1916 Tolbert Terrace #102 CHESTER VA 23836",37.3573743,-77.3997213,4,"l4951"
"37.519977,-77.4924906","5027 Clarence Street RICHMOND VA 23225",37.519977,-77.4924906,4,"l4952"
"37.0342244,-76.3998326","114 East Weaver Road HAMPTON VA 23666",37.0342244,-76.3998326,4,"l4953"
"36.8490588,-76.269911","813 Marshall Avenue NORFOLK VA 23504",36.8490588,-76.269911,4,"l4954"
"37.3027344,-76.748294","5401 Lane Place Drive Apt. F WILLIAMSBURG VA 23188",37.3027344,-76.748294,4,"l4955"
"37.2112743,-77.3218305","4180 Baxter Ridge Drive PRINCE GEORGE VA 23875",37.2112743,-77.3218305,4,"l4956"
"37.5233026,-77.4949213","5130 Dorchester Rd RICHMOND VA 23225",37.5233026,-77.4949213,4,"l4957"
"38.4165017,-77.5975134","25 Cascade Lane FREDERICKSBURG VA 22406",38.4165017,-77.5975134,4,"l4958"
"38.2854553,-78.1031324","8720 Old Rapidan Road ORANGE VA 22960",38.2854553,-78.1031324,4,"l4959"
"36.8792349,-76.3084794","1417 West 38th Street NORFOLK VA 23508-2229",36.8792349,-76.3084794,4,"l4960"
"37.5573038,-77.3486614","222 Liberty Ave RICHMOND VA 23223",37.5573038,-77.3486614,4,"l4961"
"37.5027369,-77.5896408","605 Sunrise Five Way Apt E NORTH CHESTERFIELD VA 23236",37.5027369,-77.5896408,4,"l4962"
"37.0505977,-76.3506816","218 Bailey Park Drive HAMPTON VA 23669",37.0505977,-76.3506816,4,"l4963"
"39.054385,-77.48483","43810 Sunset Terrace ASHBURN VA 20147",39.054385,-77.48483,4,"l4964"
"37.5518399,-77.3583513","5000 Cedar Fork Terrace RICHMOND VA 23223",37.5518399,-77.3583513,4,"l4965"
"37.3348925,-79.9397533","712 Greenwich Drive ROANOKE VA 24019",37.3348925,-79.9397533,4,"l4966"
"37.3555313,-76.5915119","4796 Gumfork Road GLOUCESTER VA 23061",37.3555313,-76.5915119,4,"l4967"
"38.0440424,-78.4581656","1413 River Road CHARLOTTESVILLE VA 22901",38.0440424,-78.4581656,4,"l4968"
"38.6569096,-77.3133143","3414 Chelsea Drive WOODBRIDGE VA 22192",38.6569096,-77.3133143,4,"l4969"
"36.8511543,-76.1609496","440 Peregrine Street VIRGINIA BEACH VA 23462",36.8511543,-76.1609496,4,"l4970"
"37.9755222,-79.6023265","40 C and O Lane MILLBORO VA 24460",37.9755222,-79.6023265,4,"l4971"
"38.1216187,-79.0318173","17 Gray Fox Lane STAUNTON VA 24401",38.1216187,-79.0318173,4,"l4972"
"39.0166491,-77.4969599","21840 Kings Crossing Terrace ASHBURN VA 20147",39.0166491,-77.4969599,4,"l4973"
"38.9843169,-77.5400184","42274 Rhett Drive ASHBURN VA 20148",38.9843169,-77.5400184,4,"l4974"
"37.4797497,-77.4551159","3131 Zion Street RICHMOND VA 23234",37.4797497,-77.4551159,4,"l4975"
"39.0342228,-77.4155544","45807 Colonnade Terrace STERLING VA 20166",39.0342228,-77.4155544,4,"l4976"
"38.8013992,-77.6278153","14792 Links Pond Circle GAINESVILLE VA 20155",38.8013992,-77.6278153,4,"l4977"
"37.588551,-77.5857395","9122 Derbyshire Road HENRICO VA 23229",37.588551,-77.5857395,4,"l4978"
"38.344618,-77.442867","105 Cotton Blossom Court FREDERICKSBURG VA 22405",38.344618,-77.442867,4,"l4979"
"39.0959543,-77.486576","18803 Kipheart Drive LEESBURG VA 20176",39.0959543,-77.486576,4,"l4980"
"36.6338902,-79.4018301","123 Quail Drive DANVILLE VA 24540",36.6338902,-79.4018301,4,"l4981"
"36.5694166,-79.3876788","336 Garfield Street DANVILLE VA 24541",36.5694166,-79.3876788,4,"l4982"
"37.541926,-77.3225036","3 N. Oak Avenue HENRICO VA 23075",37.541926,-77.3225036,4,"l4983"
"36.614065,-79.389882","221 Hamlin Avenue DANVILLE VA 24540",36.614065,-79.389882,4,"l4984"
"36.8238216,-76.1570549","5006 Amboy Court VIRGINIA BEACH VA 23462",36.8238216,-76.1570549,4,"l4985"
"38.9331037,-77.5487537","42042 Glass Mountain Place ALDIE VA 20105",38.9331037,-77.5487537,4,"l4986"
"37.5934855,-77.4295538","503 Pulaski Avenue RICHMOND VA 23222",37.5934855,-77.4295538,4,"l4987"
"36.9626109,-76.5586444","4 Titus Creek Lane CARROLLTON VA 23314",36.9626109,-76.5586444,4,"l4988"
"38.7425847,-77.4713036","9014 Sandalwood Drive Apt B MANASSAS VA 20110",38.7425847,-77.4713036,4,"l4989"
"38.9226864,-77.565152","41583 BroxbourneTerrace ALDIE VA 20105",38.9226864,-77.565152,4,"l4990"
"39.0314748,-77.4941708","43566 Coal Bed Court ASHBURN VA 20147",39.0314748,-77.4941708,4,"l4991"
"38.1121972,-78.4323341","2738 White Pine Way CHARLOTTESVILLE VA 22911",38.1121972,-78.4323341,4,"l4992"
"37.4434898,-77.5610992","4201 Country Spring Lane NORTH CHESTERFIELD VA 23236",37.4434898,-77.5610992,4,"l4993"
"38.587044,-77.292649","2636 Miranda Court WOODBRIDGE VA 22191",38.587044,-77.292649,4,"l4994"
"39.01098,-77.379305","46875 Rabbitrun Terrace STERLING VA 20164",39.01098,-77.379305,4,"l4995"
"37.312102,-79.9406276","111 Trinkle Avenue ROANOKE VA 24012",37.312102,-79.9406276,4,"l4996"
"38.5758083,-77.3208948","41 Prince William Circle DUMFRIES VA 22026",38.5758083,-77.3208948,4,"l4997"
"39.0012381,-77.5075222","22236 Fairlawn Drive ASHBURN VA 20148",39.0012381,-77.5075222,4,"l4998"
"38.661084,-77.317344","13500 Lock Loop WOODBRIDGE VA 22192",38.661084,-77.317344,4,"l4999"
"36.615556,-76.97642","31211 Cherokee Drive FRANKLIN VA 23851",36.615556,-76.97642,4,"l5000"
"37.1904222,-77.4812095","5913 Lewis Road N. DINWIDDIE VA 23803",37.1904222,-77.4812095,4,"l5001"
"37.5607629,-77.4241291","2012 3rd Avenue RICHMOND VA 23222",37.5607629,-77.4241291,4,"l5002"
"37.381032,-77.4975424","9629 Precedent Road CHESTERFIELD VA 23832",37.381032,-77.4975424,4,"l5003"
"38.7027664,-77.3650799","11551 Gunner Court WOODBRIDGE VA 22192",38.7027664,-77.3650799,4,"l5004"
"36.5691749,-79.3843366","411 Seeland Road DANVILLE VA 24541",36.5691749,-79.3843366,4,"l5005"
"37.0087504,-76.4454289","319 69th Street NEWPORT NEWS VA 23607",37.0087504,-76.4454289,4,"l5006"
"36.825422,-76.3518574","4005 Arlington Place PORTSMOUTH VA 23707",36.825422,-76.3518574,4,"l5007"
"38.3369305,-78.1447517","3849 Twymans Mill Road ORANGE VA 22960",38.3369305,-78.1447517,4,"l5008"
"36.7964704,-76.400782","1629 Sandy Pines Way CHESAPEAKE VA 23321",36.7964704,-76.400782,4,"l5009"
"37.5178525,-77.4532518","2113 Bainbridge Street RICHMOND VA 23225",37.5178525,-77.4532518,4,"l5010"
"38.4110442,-78.6114778","106 North Street ELKTON VA 22827",38.4110442,-78.6114778,4,"l5011"
"37.010143,-76.3733376","2907 Victoria Blvd HAMPTON VA 23661",37.010143,-76.3733376,4,"l5012"
"36.8431017,-76.2456391","3370 Kimball Terrace Apt. B NORFOLK VA 23504",36.8431017,-76.2456391,4,"l5013"
"39.0299275,-77.3812269","302 Samantha Drive STERLING VA 20164",39.0299275,-77.3812269,4,"l5014"
"36.703916,-76.2522795","413 Southern Oaks Drive CHESAPEAKE VA 23322",36.703916,-76.2522795,4,"l5015"
"37.0020623,-76.3878404","1615 Victoria Boulevard HAMPTON VA 23661",37.0020623,-76.3878404,4,"l5016"
"36.8591642,-76.4369889","5624 Frank Street SUFFOLK VA 23435",36.8591642,-76.4369889,4,"l5017"
"37.963774,-78.264433","1274 Oliver Creek Rd TROY VA 22974",37.963774,-78.264433,4,"l5018"
"38.1306277,-79.0608202","320 Mary Gray Lane STAUNTON VA 24401",38.1306277,-79.0608202,4,"l5019"
"37.99402,-78.499323","2306 Avinity Court CHARLOTTESVILLE VA 22902",37.99402,-78.499323,4,"l5020"
"37.1658354,-76.5285827","704 Sir Albert Court NEWPORT NEWS VA 23608",37.1658354,-76.5285827,4,"l5021"
"37.0648759,-76.3788993","112 Brinkman Drive HAMPTON VA 23666",37.0648759,-76.3788993,4,"l5022"
"39.0315242,-77.3679955","800 Potomac Ridge Court STERLING VA 20164",39.0315242,-77.3679955,4,"l5023"
"37.49327,-77.4778827","1539 Alaska Drive RICHMOND VA 23224",37.49327,-77.4778827,4,"l5024"
"38.0417334,-78.5107305","2001 Ivy Road CHARLOTTESVILLE VA 22903",38.0417334,-78.5107305,4,"l5025"
"38.76718,-77.6184615","8717 Ellis Mill Drive GAINESVILLE VA 20155",38.76718,-77.6184615,4,"l5026"
"37.6518899,-77.567472","10689 Anna Marie Drive GLEN ALLEN VA 23060",37.6518899,-77.567472,4,"l5027"
"39.049914,-77.4236169","46 Bickel Court STERLING VA 20165",39.049914,-77.4236169,4,"l5028"
"38.978005,-77.407701","23073 Potomac Hill Square STERLING VA 20166",38.978005,-77.407701,4,"l5029"
"39.0296802,-77.4046667","21230 Huntington Square Apt.103 STERLING VA 20166",39.0296802,-77.4046667,4,"l5030"
"37.5419756,-77.344848","871 Pleasant Street HIGHLAND SPRINGS VA 23075",37.5419756,-77.344848,4,"l5031"
"37.4192679,-77.4881891","7121 O'Malley Drive RICHMOND VA 23234",37.4192679,-77.4881891,4,"l5032"
"37.0558776,-76.3937632","1302 Vanasse Court HAMPTON VA 23666",37.0558776,-76.3937632,4,"l5033"
"36.9922341,-76.4130329","3409 Roanoke Avenue NEWPORT NEWS VA 23607",36.9922341,-76.4130329,4,"l5034"
"37.5883744,-77.4283994","218 Engleside Circle Apt 2B VA 23222",37.5883744,-77.4283994,4,"l5035"
"38.6329041,-77.2582597","14770 Candlewood Court WOODBRIDGE VA 22191",38.6329041,-77.2582597,4,"l5036"
"36.6888671,-79.8050501","657 Chatmoss Court Ext MARTINSVILLE VA 24112",36.6888671,-79.8050501,4,"l5037"
"37.5594024,-77.3711465","1106 Dominion Townes Place RICHMOND VA 23223",37.5594024,-77.3711465,4,"l5038"
"39.0343691,-77.4808515","21038 Lemon Springs Terrace ASHBURN VA 20147",39.0343691,-77.4808515,4,"l5039"
"37.4337317,-77.3418196","8441 Buffin Road HENRICO VA 23231",37.4337317,-77.3418196,4,"l5040"
